Instituto Nacional de Estadística y Geografía (INEGI),,
,,
Fecha de consulta: 31/08/2021 14:50:39,,
 ,,
Periodos,Poblacion activa destacionalizada,Poblacion activa
2018/04,3.382058676,3.301107382
2018/05,3.25348747,3.303324604
2018/06,3.364797575,3.305575691
2018/07,3.297673047,3.302245506
2018/08,3.266113013,3.299439158
2018/09,3.334934538,3.301524648
2018/10,3.176507603,3.31551588
2018/11,3.344948113,3.342390526
2018/12,3.74931564,3.379136338
2019/01,3.433920149,3.423859627
2019/02,3.386611133,3.467094154
2019/03,3.609297049,3.502783369
2019/04,3.469879054,3.524543578
2019/05,3.584618387,3.532299625
2019/06,3.531126267,3.533145764
2019/07,3.49965519,3.529921193
2019/08,3.507514367,3.527563589
2019/09,3.514997146,3.531804971
2019/10,3.588018506,3.539572494
2019/11,3.536832656,3.540740759
2019/12,3.30874762,3.531858679
2020/01,3.5953318,3.509771
2020/02,3.604269747,3.483379112
2020/03,3.247109369,3.464659812
2020/04,4.639925307,4.939581841
2020/05,4.313493296,4.944893934
2020/06,5.426690995,4.945642077
2020/07,5.012826327,4.92174051
2020/08,4.924022946,4.859726377
2020/09,4.751122232,4.761434449
2020/10,4.612834943,4.649483187
2020/11,4.505736746,4.551450312
2020/12,4.396920424,4.479781017
2021/01,4.463921501,4.428741078
2021/02,4.433826253,4.380927193
2021/03,4.371392747,4.322300906
2021/04,4.608235416,4.250908022
2021/05,4.132893325,4.176022187
2021/06,3.964500474,4.111710768
2021/07,4.085441548,4.062769961
Fuentes: f1/ INEGI. Series calculadas por métodos econométricos a partir de la Encuesta Nacional de Ocupación y Empleo. ,,
